@relation 'feature_compiled_all-weka.filters.unsupervised.attribute.Remove-R46-50,53,56-60-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R2-3,6-13,15-20,23,25,28,30-32,35-45'

@attribute NumDots numeric
@attribute UrlLength numeric
@attribute NumDash numeric
@attribute NumNumericChars numeric
@attribute PathLength numeric
@attribute QueryLength numeric
@attribute NumSensitiveWords numeric
@attribute PctExtHyperlinks numeric
@attribute PctExtResourceUrls numeric
@attribute InsecureForms numeric
@attribute PctNullSelfRedirectHyperlinks numeric
@attribute FrequentDomainNameMismatch numeric
@attribute ExtMetaScriptLinkRT numeric
@attribute PctExtNullSelfRedirectHyperlinksRT numeric
@attribute CLASS_LABEL {0,1}

@data
2,87,6,8,62,0,0,0.181818,0.425,1,0.045455,0,0,1,0
2,77,6,6,46,0,0,0.054983,0.043103,1,0.003436,0,0,1,0
3,77,0,6,52,0,0,0.130435,0.945946,1,0.019763,0,-1,1,0
2,77,5,8,45,0,0,0.174785,0.870968,1,0.022923,0,0,1,0
4,88,0,0,58,0,0,0.031496,0.28,1,0.015748,0,0,1,0
2,60,0,1,25,0,0,0.556962,0.675676,1,0,0,0,0,0
2,63,2,17,45,0,0,0.087379,0.695652,1,0.009709,0,0,1,0
2,69,5,6,42,0,0,0.479167,0.423913,1,0.0625,0,0,0,0
3,91,2,6,67,0,0,0.16129,0.9,1,0.040323,0,-1,1,0
3,69,3,8,45,0,0,0,0.5,0,0,0,1,1,0
3,79,5,6,50,0,0,0.153191,0.967742,1,0.008511,0,0,1,0
3,69,3,6,42,0,0,0.041667,0.296296,1,0.005208,0,0,1,0
2,80,7,0,49,0,0,0.028653,0.419355,0,0.011461,0,0,1,0
2,140,8,17,76,44,0,0.276119,0.842105,1,0,0,0,1,0
2,63,2,1,35,0,0,0.223301,0.142857,1,0,0,0,1,0
2,113,3,16,44,44,0,0.146341,1,0,0,0,0,1,0
2,140,10,16,65,44,0,0.011547,1,1,0,0,-1,1,0
3,81,1,20,19,25,0,0.361111,0.939394,0,0,0,0,0,0
3,72,5,6,47,0,0,0.12,0.980392,0,0.012,0,0,1,0
2,60,4,0,34,0,0,0.040816,0.206897,1,0.010204,0,0,1,0
2,136,11,0,109,0,0,0.041045,0.263158,1,0.003731,0,0,1,0
2,76,6,8,52,0,0,0.461538,0.909091,0,0.038462,0,0,0,0
2,94,8,14,75,0,0,0.159091,0.108108,1,0.037879,0,1,1,0
2,89,10,7,62,0,0,0.055249,0.27027,1,0.005525,0,0,1,0
2,60,2,8,30,0,0,0.540323,1,1,0.048387,0,0,0,0
2,69,5,0,43,0,0,0.167939,0.177215,1,0.038168,0,1,1,0
2,105,12,8,86,0,0,0.047826,0.259259,0,0.013043,0,1,1,0
2,65,3,0,39,0,0,0.024,0.444444,1,0.024,0,0,1,0
2,85,9,9,59,0,0,0.111111,0.25,1,0.022222,0,0,1,0
1,63,1,0,38,0,0,0.061856,0.5,0,0,0,0,1,0
1,98,11,8,80,0,0,0.25,0.958333,1,0.05,0,0,1,0
2,85,9,1,63,0,0,0.146341,0.1875,0,0.02439,0,0,1,0
3,96,5,14,72,0,0,0.276596,0.257426,1,0.053191,0,0,0,0
2,78,3,8,45,0,0,0.18408,0.315789,1,0.049751,0,0,1,0
2,99,3,6,73,0,0,0.070707,0.48,1,0.030303,0,0,1,0
2,100,6,8,64,16,0,0.337719,0.357143,1,0,0,0,0,0
2,98,4,12,76,0,0,0.079208,0.823529,0,0,0,0,1,0
2,76,7,0,45,0,0,0.04,0.470588,1,0.016,0,0,1,0
2,96,8,8,73,0,0,0.318182,0.531915,1,0.060606,0,0,0,0
2,84,9,4,56,0,0,0.068729,0.347826,1,0,0,0,1,0
1,80,7,7,60,0,0,0.402597,0.56,1,0.12987,0,0,0,0
1,67,5,8,42,0,0,0.148148,1,1,0.185185,0,0,0,0
3,61,0,4,10,22,0,0.137931,0.055556,0,0,0,1,1,0
1,77,6,8,57,0,0,0.132701,1,1,0.028436,0,0,1,0
1,102,7,0,79,0,0,0,0.083333,0,0,0,1,1,0
2,71,6,10,50,0,0,0.257576,0.803571,1,0,0,0,1,0
2,73,4,8,44,0,0,0.882784,0.15,1,0.043956,0,1,-1,0
1,61,0,6,4,39,0,0,0,0,0,0,1,1,0
2,61,0,3,43,0,0,0.153846,0.571429,0,0,0,0,1,0
3,77,0,8,33,16,0,0.454545,0.076923,1,0,0,1,0,0
1,60,3,0,36,0,0,0.151515,0.3125,1,0.030303,0,0,1,0
3,76,4,5,35,0,0,0.404255,0.487179,1,0.042553,0,0,0,0
1,82,5,6,63,0,0,0.017663,1,1,0.001359,0,-1,1,0
2,79,0,0,49,0,0,0.223404,0.194444,1,0,0,0,1,0
1,77,7,10,53,0,0,0.029762,0.985185,1,0.041667,0,0,1,0
1,99,15,6,72,0,0,0.181347,0.391304,1,0.005181,0,0,1,0
2,80,0,6,53,0,0,0.409091,0.714286,1,0,0,0,0,0
1,105,11,10,91,0,0,0.403226,1,1,0.012097,0,-1,0,0
3,84,4,10,51,0,0,0.020548,0.2,1,0.006849,0,0,1,0
2,87,2,11,36,26,0,0.125,0,1,0,0,1,1,0
3,111,10,9,85,0,0,0.101124,0.055556,0,0.101124,0,1,1,0
2,84,1,6,30,31,0,0.008746,0.346154,1,0,0,1,1,0
2,86,10,0,59,0,0,0.287958,0.166667,1,0.020942,0,0,1,0
3,84,0,4,13,37,0,0.065217,0.146853,1,0,0,0,1,0
2,76,2,0,51,0,0,0,0.24,1,0,0,-1,1,0
2,104,2,12,24,59,0,0.022989,0.181818,1,0,0,0,1,0
2,75,3,0,53,0,0,0.108434,0.705882,1,0.006024,0,1,1,0
2,109,0,25,1,74,0,0.045872,0.6875,1,0,0,0,1,0
3,60,0,6,15,15,0,0.672598,0.815789,1,0,1,-1,-1,0
3,73,7,8,48,0,0,0.135266,0.133333,1,0.033816,0,0,1,0
3,109,3,1,18,61,0,0,0.076923,0,0,0,0,1,0
1,106,4,17,50,37,0,0.122449,0.117647,1,0,0,0,1,0
4,108,7,0,87,0,0,0,1,0,0,1,-1,1,0
3,122,9,10,79,8,0,0.104167,0.294118,1,0,0,0,1,0
2,62,3,3,33,0,0,0.148649,0.015625,1,0,0,0,1,0
2,63,0,6,16,26,0,0.076923,0.571429,1,0,0,0,1,0
1,98,9,4,73,0,0,0.130435,0.092593,1,0.048913,0,1,1,0
3,64,0,8,31,0,0,0.104839,0.540541,1,0.032258,0,0,1,0
2,80,0,9,21,35,0,0.074074,0.606061,0,0,0,0,1,0
2,117,9,8,86,0,0,0.368421,0.317073,0,0.131579,0,0,0,0
2,80,6,8,58,0,0,0.193548,0.346154,1,0,0,1,1,0
1,99,4,0,67,0,0,0.123457,0.214286,1,0.024691,0,0,1,0
2,62,4,4,45,0,0,0.067568,0.321429,1,0.013514,0,0,1,0
1,74,0,4,47,0,0,0.4375,0.45614,0,0.0375,0,0,0,0
2,136,10,6,108,0,0,0.681614,0.801802,1,0.067265,0,0,-1,0
2,66,0,6,18,24,0,0.105556,0.087413,1,0,0,0,1,0
2,69,2,0,23,0,0,0.092308,0.1875,1,0.092308,0,0,1,0
1,64,1,0,44,0,0,0.138739,1,1,0.021622,0,-1,1,0
2,86,8,2,60,0,0,0.058824,0.083333,0,0.117647,0,1,1,0
4,71,0,7,34,11,0,0.037037,0.113636,1,0,0,0,1,0
2,68,0,4,21,21,0,0.019231,0.141026,1,0,0,1,1,0
1,117,1,7,17,74,0,0.04918,0.102041,1,0,0,1,1,0
1,87,8,8,65,0,0,0.25974,0.236364,1,0.006494,0,1,1,0
1,106,6,16,38,44,0,0.388186,1,1,0,0,0,0,0
2,70,0,7,10,33,0,0.01466,0.277778,1,0,0,0,1,0
2,72,0,7,52,0,0,0.020747,0.4,1,0.041494,0,0,1,0
3,110,8,5,75,0,0,0.166667,0.512821,1,0.055556,0,0,1,0
2,88,0,8,22,45,0,0.097403,0.393443,1,0,0,0,1,0
2,69,0,0,43,0,0,0.116667,0.894737,0,0.016667,0,0,1,0
2,72,1,15,50,0,0,0.174242,0.470588,1,0.030303,0,0,1,0
2,114,6,37,5,89,0,0.030303,0.08,1,0,0,1,1,0
3,109,7,12,75,0,0,0.04,0.142857,0,0,0,0,1,0
2,140,7,22,63,51,0,0.127273,0.045455,1,0,0,1,1,0
1,83,11,0,64,0,0,0.391304,0.617284,1,0,0,0,0,0
1,139,4,23,13,92,0,0.773109,0.953488,1,0,1,-1,-1,0
1,86,6,6,57,0,0,0.041176,0.964286,1,0.023529,0,-1,1,0
3,37,0,0,10,0,0,0.125,1,1,0.0125,0,-1,1,0
2,96,7,8,71,0,0,0.012766,0.916667,1,0.038298,0,-1,1,0
3,75,0,14,8,35,0,0,0.025,1,0,0,1,1,0
3,70,2,4,32,0,0,0.115607,1,1,0.011561,0,-1,1,0
3,67,0,2,10,26,0,0,0,1,0,0,1,1,0
2,104,1,13,18,60,0,0.109375,0.98,1,0,0,-1,1,0
3,69,0,7,18,23,0,0.007634,0.026316,1,0,0,0,1,0
3,80,0,0,48,0,0,0.030303,0.06383,0,0,0,1,1,0
2,61,0,4,31,0,0,0.004975,0.019231,0,0,0,1,1,0
1,87,4,6,51,0,0,0.301676,0.376147,1,0.022346,0,0,0,0
2,93,4,0,58,0,0,0.133333,0,0,0,0,1,1,0
1,81,8,3,63,0,0,0.114583,0.368421,1,0.072917,0,0,1,0
1,89,3,26,66,0,0,0.275986,0.255319,1,0.007168,0,0,1,0
1,96,6,0,73,0,0,0.027933,0.607143,1,0.027933,0,0,1,0
2,60,2,7,24,0,0,0.071651,0.904762,1,0.021807,0,-1,1,0
3,82,4,6,53,0,0,0.603524,0.97479,1,0.008811,0,0,0,0
2,62,1,0,24,0,0,0.344262,0.844444,1,0.204918,0,-1,0,0
1,76,6,3,37,10,0,0.101695,0.487805,1,0,0,0,1,0
3,100,6,0,70,0,0,0.239669,0.764706,1,0.016529,0,-1,1,0
1,114,11,0,89,0,0,0.18,0.054054,1,0.02,0,1,1,0
3,68,1,6,32,0,0,0.020755,0.736842,1,0.00566,0,0,1,0
3,85,7,9,66,0,0,0.132075,0.222222,1,0,0,0,1,0
1,73,6,6,48,0,0,0.103306,0.297297,1,0.012397,0,0,1,0
2,142,11,7,118,0,1,0.611842,0.60241,1,0,1,-1,0,0
2,69,1,6,47,0,0,0,0,0,0,0,1,1,0
1,66,5,8,43,0,0,0.284946,0.976744,1,0.032258,0,-1,0,0
3,62,1,11,42,0,0,0.080645,0.1,0,0,0,1,1,0
3,99,6,7,72,0,0,0.053846,0.057143,0,0.007692,0,1,1,0
3,66,3,6,41,0,0,0.162162,1,0,0.027027,0,-1,1,0
1,75,3,6,51,0,0,0.084211,0.362069,0,0.094737,0,0,1,0
1,92,8,8,70,0,0,0.163265,0.356164,1,0.05102,0,0,1,0
3,118,2,14,26,61,0,0.077922,0.125,1,0,0,1,1,0
2,66,4,7,41,0,0,0.098592,0.105263,1,0,0,0,1,0
2,82,9,6,62,0,0,0.105263,0.095238,1,0,0,0,1,0
1,114,5,14,41,44,0,0.409091,1,1,0,0,0,0,0
2,110,2,13,25,61,0,0,0,0,0,0,1,1,0
2,65,5,0,40,0,0,0.261905,0.837838,1,0,0,0,1,0
2,65,6,2,44,0,0,0.469388,0.425926,1,0,0,0,0,0
2,101,0,18,17,57,0,0.196721,0.594595,1,0,0,0,1,0
1,61,4,0,30,0,0,0.152174,0.35,1,0,0,0,1,0
3,60,0,6,42,0,0,0.071429,0,0,0.357143,0,0,0,0
3,63,1,3,39,0,0,0.042885,0.986301,1,0.001949,0,0,1,0
3,141,0,33,98,10,0,0.128205,0.27451,0,0,0,0,1,0
2,63,0,5,37,0,0,0.04878,0.04918,0,0.02439,0,1,1,0
2,86,0,11,9,48,0,0.349398,0.122449,1,0.012048,0,0,0,0
1,60,0,1,38,0,0,0.088496,0.148148,1,0,0,0,1,0
1,60,4,0,39,0,0,0.060606,0.068182,1,0,0,1,1,0
1,86,1,6,7,57,0,0.017544,0.028571,1,0,0,1,1,0
2,91,1,7,33,36,0,0.07438,0.3,1,0,0,0,1,0
3,81,3,0,48,0,0,0.066066,0.205882,1,0.006006,0,0,1,0
3,78,0,0,51,0,1,0.119403,0.5,1,0.089552,0,0,1,0
3,63,0,0,31,0,0,0.162162,0.655738,1,0.054054,0,0,1,0
1,71,7,0,43,0,0,0.169014,0.537037,1,0.014085,0,0,1,0
2,86,0,18,10,54,0,0.157895,0.785714,1,0,0,0,1,0
3,68,0,7,9,26,0,0,0.272727,0,0,0,0,1,0
2,100,0,8,10,64,0,0,0,0,0,0,1,1,0
3,71,0,7,10,37,0,0,0,0,0,0,1,1,0
2,62,1,0,40,0,0,0.175,0.036364,1,0.025,0,0,1,0
3,80,1,1,58,0,0,0.122449,0.676471,1,0.102041,0,0,1,0
3,63,0,1,39,0,0,0.318182,0.227273,1,0.045455,0,0,0,0
4,126,1,0,99,0,0,0.174757,0,0,0.019417,0,1,1,0
2,111,4,8,77,0,0,0.107595,0.294118,0,0,0,0,1,0
3,77,0,3,43,12,0,0.272727,0.410256,1,0,0,0,1,0
3,93,0,4,71,0,0,0.051282,0.066667,1,0,0,0,1,0
2,73,0,4,17,33,0,0.171429,0,1,0,0,1,1,0
2,37,1,0,17,0,0,0.066667,1,1,0,1,-1,1,0
1,61,4,10,42,0,0,0.107143,1,0,0.214286,0,-1,0,0
2,110,4,16,39,41,0,0.066225,0.282051,1,0,0,0,1,0
1,79,8,1,62,0,0,0.172727,0.394366,1,0.072727,0,0,1,0
2,72,4,4,38,0,0,0.188679,0.009709,1,0.402516,0,1,0,0
3,62,3,9,32,0,0,0.096552,0.368421,0,0.006897,0,0,1,0
1,69,0,20,9,41,0,0.232558,0.121951,0,0,0,0,1,0
3,135,12,6,96,9,0,0.169355,0.192308,1,0,0,0,1,0
1,90,10,4,71,0,0,0.492537,0.348485,0,0.029851,0,0,0,0
2,65,5,0,41,0,0,0.458333,0.019608,0,0.125,0,1,0,0
1,61,1,0,38,0,0,0.014286,0,1,0.05,0,1,1,0
3,96,1,9,25,47,0,0.028571,0.272727,1,0,0,0,1,0
3,124,1,5,7,92,0,0.052632,0,1,0,0,1,1,0
2,129,0,5,7,98,0,0.035714,0.035714,1,0,0,1,1,0
5,134,1,7,14,90,0,0.1,0,1,0,0,1,1,0
1,104,7,4,81,0,0,0.04902,0.424242,1,0,0,0,1,0
2,82,0,14,49,10,0,0.021978,0.05,1,0,0,1,1,0
5,62,0,5,16,9,0,0,0,1,0,0,1,1,0
3,87,0,18,16,51,0,0.003327,0.051282,0,0,0,1,1,0
2,65,2,3,36,0,0,0.035714,0.074074,1,0,0,0,1,0
3,64,1,6,38,0,0,0.162162,0.314286,1,0.040541,0,0,1,0
3,131,0,2,108,0,0,0.008475,0.011236,0,0,0,1,1,0
4,62,0,6,36,0,0,0.147059,0.066667,1,0.117647,0,1,1,0
2,64,0,10,16,29,0,0.190476,0.1,1,0,0,0,1,0
1,77,0,10,13,40,1,0.545455,0.076923,1,0,0,1,0,0
3,62,0,5,39,0,0,0.090909,0.1,0,0.045455,0,1,1,0
2,88,0,7,66,0,0,0.047619,0.103448,1,0.003401,0,0,1,0
1,69,5,0,41,0,0,0.208333,0.454545,1,0,0,0,1,0
2,114,0,20,10,86,0,0.191781,0.181818,1,0,0,1,1,0
2,76,0,6,17,36,0,0.012346,0,1,0,0,1,1,0
1,76,8,3,51,0,0,0.101695,0.589286,0,0,0,0,1,0
4,160,0,18,28,111,0,0.158333,0.764706,0,0,0,-1,1,0
3,134,1,6,17,82,0,0.110638,0.155172,1,0,0,0,1,0
3,72,0,0,47,0,0,0.166667,0,0,0,0,0,1,0
2,122,10,1,80,21,0,0.12963,0.057143,1,0,0,1,1,0
2,88,6,0,74,0,0,0.382716,0.354839,1,0.08642,0,0,0,0
2,66,0,4,25,24,0,0.035714,0.125,1,0,0,0,1,0
2,87,0,6,70,0,0,0.028169,0.103448,1,0,0,1,1,0
2,68,0,0,40,0,0,0.022472,0.272727,0,0.011236,0,0,1,0
3,74,0,21,49,0,0,0.137931,0.185185,1,0.241379,0,0,0,0
3,101,0,6,27,42,0,0.029412,0.96,1,0,0,-1,1,0
2,137,15,6,114,0,0,0.919118,0.605263,1,0,1,0,-1,0
3,90,5,9,62,0,0,0.234043,0.309859,1,0.015957,0,0,1,0
4,61,0,3,37,0,0,0.115385,0.076923,1,0.153846,0,0,1,0
5,61,0,4,32,0,0,0,0.285714,1,0.083333,0,0,1,0
5,98,0,8,13,57,0,0.006369,0,0,0,0,1,1,0
4,67,0,4,43,0,0,0.135135,0.26087,1,0.135135,0,0,1,0
4,68,1,4,38,0,0,0.036145,0.235294,0,0.048193,0,0,1,0
2,79,3,8,55,0,0,0.297619,0.72973,1,0.130952,0,0,0,0
3,109,0,5,20,65,0,0.809524,0.135135,1,0,1,0,-1,0
3,123,4,8,47,40,0,0.033163,0.22314,1,0,0,0,1,0
1,116,15,4,97,0,0,0.141509,0.289157,1,0.09434,0,0,1,0
3,91,0,2,22,48,0,0.031111,0.012195,0,0,0,1,1,0
4,133,5,22,64,45,0,0,0,1,0,0,1,1,0
3,73,3,0,55,0,0,0,0.6,1,0.25,0,0,1,0
4,129,1,5,7,92,0,0.09434,0,1,0,0,1,1,0
1,116,17,8,93,0,0,0.173913,0.678899,0,0,0,0,1,0
1,78,3,9,54,0,0,0.051471,0.166667,1,0,0,0,1,0
1,97,8,8,73,0,0,0.207595,0.544118,1,0.005063,0,0,1,0
1,104,0,15,9,69,0,0.022727,0.292683,1,0,0,0,1,0
2,137,0,18,9,98,0,0.021277,0.25,1,0.007092,0,0,1,0
1,103,9,14,84,0,0,0.443662,0.97561,1,0.035211,0,-1,0,0
3,74,0,9,42,0,0,0.395604,0.878788,1,0.120879,0,-1,0,0
2,57,3,4,31,0,0,0.078947,0.842105,0,0.026316,0,0,1,0
1,124,6,9,49,52,0,0.080645,0.081081,1,0,0,0,1,0
2,88,1,1,66,0,0,0,0.875,1,0,0,0,1,0
2,94,10,4,62,0,0,0.177419,0.692308,1,0.032258,0,0,1,0
2,66,5,6,47,0,0,0.195719,0.985075,0,0.012232,0,0,1,0
4,76,0,10,26,12,0,0,0.071429,1,0,0,1,1,0
2,75,6,6,49,0,0,0.474638,0.775701,1,0.043478,0,0,0,0
3,75,0,7,33,12,0,0.131148,0.208333,1,0,0,0,1,0
3,130,14,7,108,0,0,0.05625,0.513043,0,0.009375,0,-1,1,0
1,80,9,8,62,0,0,0.225352,0.376623,1,0.014085,0,0,1,0
1,97,8,8,67,0,0,0.309735,1,1,0.044248,0,0,0,0
3,95,8,11,64,0,0,0.038462,0.363636,1,0,0,0,1,0
2,76,1,5,24,27,0,0.138889,0.209302,0,0,0,0,1,0
1,68,3,6,40,0,0,0.119565,0.186047,0,0.071739,0,0,1,0
2,84,3,0,38,14,0,0.178404,0.967742,1,0.004695,0,-1,1,0
1,85,8,9,66,0,0,0,0.142857,0,0,0,0,1,0
1,63,3,9,47,0,0,0.011419,0.984127,1,0.047308,0,-1,1,0
3,114,5,12,22,60,0,0.037879,0.078431,1,0,0,1,1,0
3,64,0,9,11,33,0,0.042017,0.25,1,0,0,0,1,0
4,135,10,14,105,0,0,0,0.325,0,0,0,0,1,0
1,93,12,8,78,0,0,0.2,0.97,1,0.014286,1,-1,1,0
2,60,2,8,46,0,0,0.409091,0.384615,1,0,0,0,0,0
1,66,5,4,46,0,0,0.196375,0.133094,1,0.012085,0,0,1,0
2,110,0,12,12,73,0,0.016667,0,1,0,0,1,1,0
2,77,4,8,41,11,0,0.394904,0.533333,0,0.019108,0,0,0,0
2,95,0,14,32,47,0,0.075,0,0,0,0,1,1,0
1,78,6,5,61,0,0,0.09816,0.241379,0,0.042945,0,0,1,0
2,86,0,0,61,0,0,0,0.047619,0,0,0,1,1,0
1,66,0,6,37,10,0,0.151515,0.114286,1,0,0,0,1,0
3,73,0,4,30,16,0,0.12605,0.413043,1,0,0,0,1,0
3,66,1,8,42,0,0,0.075472,0.036364,1,0.056604,0,1,1,0
3,60,1,0,32,0,0,0.010033,0.163636,1,0.010033,0,0,1,0
1,99,9,9,79,0,0,0.030303,0.392857,0,0.10303,0,0,1,0
2,105,0,9,75,0,0,0.256757,0.347368,1,0.006757,0,0,1,0
2,81,1,3,15,44,0,0.074766,0.060811,0,0,0,0,1,0
1,19,0,0,1,0,0,0.352941,0.3125,1,0,0,0,0,0
2,97,7,4,72,0,0,0.013536,0.022222,0,0.003384,0,0,1,0
2,70,0,8,42,0,0,0.615385,0.25,0,0,0,1,0,0
2,79,7,6,53,0,0,0.09375,0.269841,1,0,0,0,1,0
1,19,0,0,1,0,0,0.189655,0.09434,1,0.034483,0,1,1,0
1,101,5,4,77,0,0,0.143791,0.083333,1,0.013072,0,0,1,0
1,86,2,5,35,29,0,0.036364,0.913043,0,0,0,0,1,0
1,84,3,10,33,33,0,0.069307,0.275862,1,0,0,0,1,0
2,80,0,0,10,45,0,0.05102,0.090909,1,0,0,1,1,0
3,120,0,3,12,80,0,0,0,0,0,0,0,1,0
1,78,7,8,49,0,0,0.256637,0.439024,0,0,0,0,1,0
3,78,6,7,50,0,0,0.055556,1,1,0.018519,0,-1,1,0
2,73,0,5,42,13,0,0.106667,0.163265,0,0,0,0,1,0
3,116,5,10,10,75,0,0.015625,0.060606,1,0,0,1,1,0
4,63,0,7,10,29,0,0,0.086957,1,0,0,1,1,0
3,103,9,6,73,0,0,0.029499,1,1,0.011799,0,-1,1,0
4,65,0,6,10,28,0,0.157895,0.115385,1,0,0,1,1,0
3,110,9,16,79,0,0,0.107143,0.141593,0,0,0,0,1,0
3,61,0,5,39,0,0,0.189655,0.328358,1,0.005747,0,0,1,0
3,117,6,11,15,70,0,0.030864,0.175781,1,0,0,0,1,0
2,85,6,11,58,0,0,0.196078,0.151724,1,0.019608,0,0,1,0
3,111,9,5,20,64,0,0.040816,0.175676,1,0,0,0,1,0
3,89,12,14,66,0,0,0.034722,0.061404,1,0.027778,0,1,1,0
3,87,0,5,17,49,0,0.016949,0.016393,0,0,0,1,1,0
3,99,0,5,10,63,0,0.09434,0,1,0,0,1,1,0
4,88,1,10,10,42,0,0.230769,0.16,1,0,0,1,1,0
3,75,4,6,10,41,0,0,0.08,1,0,0,1,1,0
3,96,0,27,17,51,0,0.009662,0.176471,1,0,0,0,1,0
4,66,0,5,10,27,0,0.095238,0.026316,1,0,0,1,1,0
3,89,8,4,15,45,0,0,0.125,1,0,0,0,1,0
3,71,3,5,15,28,0,0.071429,0.027523,1,0,0,0,1,0
2,87,4,16,56,0,0,0.104396,0.983051,0,0.016484,0,-1,1,0
3,61,0,8,14,20,0,0.03268,0.185185,0,0,0,1,1,0
3,129,13,8,97,0,0,0.254545,0.416667,0,0.118182,0,0,0,0
3,62,0,7,13,21,0,0.043478,0.111111,0,0,0,1,1,0
5,91,1,5,25,43,0,0.035714,0.086957,0,0,0,0,1,0
2,101,11,9,74,0,0,0.020408,0.982659,1,0.061224,0,0,1,0
3,84,0,6,55,0,0,0.035294,0.035971,1,0,0,0,1,0
3,100,9,11,15,60,0,0.019868,0.025641,0,0,0,1,1,0
2,100,4,11,1,68,0,0.447368,0,0,0,0,1,0,0
4,63,3,7,18,17,0,0.161765,0.761905,1,0,0,0,1,0
3,77,5,7,48,0,0,0.056856,0.098039,0,0,0,0,1,0
3,93,4,13,15,51,0,0.189076,0.286486,1,0,0,0,1,0
3,68,0,15,14,23,0,0.088889,0.304348,1,0,0,0,1,0
2,90,8,11,62,0,0,0.094225,0.255814,0,0.094225,0,0,1,0
3,110,10,6,15,72,0,0.156463,0.397436,1,0,0,0,1,0
2,124,9,10,99,0,0,0.0299,0.55,1,0.026578,0,0,1,0
4,83,0,7,16,41,1,0.25,0.04,1,0,0,0,1,0
3,61,0,6,15,8,0,0.036364,0.172414,1,0,0,0,1,0
3,99,6,11,15,53,0,0.074074,0.017544,1,0,0,1,1,0
3,103,6,15,15,54,0,0.034483,0.173913,0,0,0,0,1,0
3,88,6,7,15,50,0,0,0.079545,1,0,0,1,1,0
3,78,5,6,56,0,0,0.094697,0.118881,1,0.007576,0,0,1,0
3,69,0,8,15,27,0,0.04,0,1,0,0,1,1,0
2,98,7,13,60,11,0,0.177914,0.758242,1,0,0,0,1,0
3,80,0,1,10,35,0,0,0.083333,1,0,0,0,1,0
4,130,11,8,10,89,0,0,0.038462,1,0,0,1,1,0
3,79,0,6,10,40,0,0.095238,0,1,0,0,1,1,0
4,121,8,6,17,76,0,0,0.157895,1,0,0,0,1,0
3,144,16,21,15,96,0,0.051724,0.139535,1,0,0,0,1,0
3,99,8,7,67,0,0,0.094937,0.111111,0,0.006329,0,0,1,0
3,80,5,6,48,0,0,0.140449,0.227273,1,0.011236,0,0,1,0
4,60,0,7,20,9,0,0.054902,0.62069,1,0,0,0,1,0
3,65,0,6,21,18,0,0.037975,0.047619,1,0,0,1,1,0
3,106,8,7,75,0,0,0.029575,0.083333,0,0,0,0,1,0
3,67,0,6,11,24,0,0.029412,0.47619,1,0,0,0,1,0
3,72,3,6,47,0,0,0.041667,0.322581,0,0,0,0,1,0
3,82,0,9,51,0,0,0.079365,0.483607,0,0,0,0,1,0
3,62,0,8,10,25,0,0.064,0.095238,1,0,0,1,1,0
3,89,0,30,15,44,0,0.046875,0.627907,1,0,0,0,1,0
3,110,10,9,80,0,0,0.015873,0.875,1,0.015873,0,0,1,0
3,87,7,8,15,45,0,0.009887,0.254902,1,0,0,0,1,0
3,94,8,7,62,0,0,0.137097,0.416667,0,0.096774,0,0,1,0
1,83,6,6,65,0,0,0.130268,0.644444,1,0.057471,0,0,1,0
3,60,0,6,9,15,0,0.011765,0.011765,0,0,0,0,1,0
1,79,6,10,50,10,0,0.225806,0.983333,1,0,0,-1,1,0
1,86,8,10,70,0,0,0.103093,0.981818,1,0.010309,0,-1,1,0
1,77,5,0,62,0,0,0.089744,0.21875,1,0.025641,0,0,1,0
3,61,3,3,42,0,0,0.021739,0.01773,0,0,0,1,1,0
2,67,0,3,34,9,0,0.494505,0.566667,0,0,0,-1,0,0
2,86,1,27,61,0,0,0.034268,1,1,0,0,-1,1,0
2,113,14,4,1,82,0,0.076923,0.166667,0,0,0,0,1,0
7,140,2,9,22,92,0,0.20339,0.176471,0,0,0,1,1,0
1,84,1,5,23,41,0,0.018405,1,0,0,0,-1,1,0
1,84,0,0,48,13,0,0.125,0,0,0,0,1,1,0
1,92,1,7,30,42,0,0.062406,0.671053,1,0,0,0,1,0
1,94,8,3,74,0,0,0.201754,0.923077,1,0.087719,0,-1,1,0
1,67,0,5,47,0,0,0.03125,0.042553,1,0,0,1,1,0
1,121,8,6,71,22,0,0.059361,0.38806,1,0,0,0,1,0
1,143,20,10,119,0,0,0.393443,0.921053,1,0.040984,0,-1,0,0
1,83,11,10,63,0,0,0.083004,0.175926,0,0.027668,0,0,1,0
2,60,0,5,12,25,0,0.0131,0.166667,1,0,0,0,1,0
4,66,0,10,46,0,0,0,1,1,0.019231,0,0,1,0
3,72,0,24,52,0,0,0.490654,1,1,0.009346,0,-1,0,0
1,148,14,0,121,0,0,0.136364,0.416667,1,0.068182,0,0,1,0
3,62,0,4,17,15,0,0.034483,0,0,0,0,1,1,0
3,112,0,4,17,69,0,0.03125,0,1,0,0,1,1,0
1,83,10,8,64,0,0,0.148936,0.411765,0,0,0,0,1,0
1,79,6,5,61,0,0,0.066667,0.25641,1,0,0,0,1,0
2,68,2,4,40,0,0,0.192982,0.214286,1,0.087719,0,0,1,0
1,68,5,8,51,0,0,0.1,0.125,0,0.1,0,1,1,0
2,111,8,16,91,0,0,0.230769,0.333333,1,0.025641,0,0,1,0
4,78,0,25,13,41,0,0.207447,0.12,1,0,0,0,1,0
